true_init_x,true_init_y,true_init_z,blur_coeff,var_sum,diff_x,diff_y,diff_z,diff_phi,diff_theta,diff_psi,r_std,phi_std,theta_std,psi_std,Tf,MP_Method,Cost
-0.2654304824784448,-0.04311257609205519,-2.0753623765335623,2.3241447843618044,0.011754918843507767,0.07695381463095907,-3.451583390649659,0.07889786782859876,-0.04112495893772563,0.0624927413051534,0.30150659481552644,0.009459387511014938,0.00015045696636661887,0.0001913202868308872,0.0019537536427378654,3.6343810680686066,pos_waypoint_interp,10787.119199654342
-0.2590307573391658,-0.38233806154127103,-2.074895382042709,2.3241447843618044,0.01074092648923397,0.16056303269338654,-3.1669300088406307,-0.11523115200418932,-0.04112495893772563,0.0624927413051534,0.46157462994125864,0.008478568866848946,0.00013878627214580774,0.0001932418963406235,0.0019303292501717806,3.3394373601586036,pos_waypoint_interp,3841.331011284197
-0.21140371399721616,-1.3448210635794826,-2.0871114845920324,2.3241447843618044,0.010707342997193336,0.24666137980693906,-2.758843288837986,0.35008406438515505,-0.04112495893772563,0.0624927413051534,0.11794169346359795,0.008414946496486664,0.00015643142978660762,0.00020239700097590685,0.0019335683900862932,2.938246410563107,pos_waypoint_interp,5743.19722082567
-0.14358767903258568,-2.138717762924158,-2.0585137570240577,2.3241447843618044,0.010814398527145386,0.22792511526155487,-2.462400183726556,0.1929726339142417,-0.04112495893772563,0.0624927413051534,-0.1822015484187265,0.008471185341477394,0.00018356629880145192,0.00021361572726164013,0.001946031115949154,2.6104791838749066,pos_waypoint_interp,7467.845164225098
-0.08275920985668533,-2.7920794052236166,-2.0109408737347327,2.3241447843618044,0.011277626268565655,0.2975102466779595,-2.0425315328484777,0.1879682182503366,-0.04112495893772563,0.0624927413051534,-0.2843138416621347,0.008863406255841255,0.00022064894437789917,0.000228041666559875,0.00196552905254066,2.1812820801336112,pos_waypoint_interp,8918.506539387263
-0.017890638491529696,-3.280671143645309,-1.979929496842725,2.3241447843618044,0.011687619611620903,0.07777653211690815,-1.5614665331279163,-0.013525806082322012,-0.04112495893772563,0.0624927413051534,-0.05328361590835051,0.00920845940709114,0.0002568121417425573,0.00024469662457704544,0.0019776513800024986,1.6454240972467193,pos_waypoint_interp,9984.41891172016
0.013755931223876422,-3.5974114225014753,-1.9652777329761368,2.3241447843618044,0.012457978911697865,0.0004934704105948769,-1.3482649793928023,-0.05651659913673224,-0.04112495893772563,0.0624927413051534,-0.06503264506789641,0.009908292442560196,0.0002934260410256684,0.0002586996415629983,0.0019975602626800537,1.4201927918482724,pos_waypoint_interp,12421.309466761202
0.015453192148702496,-3.8359905168713464,-1.9630626664207358,2.3241447843618044,0.013058535754680634,0.07073537630283676,-1.1774431725460506,-0.09249289663436144,-0.04112495893772563,0.0624927413051534,-0.06537262996169524,0.010452967137098312,0.0003223133971914649,0.000269583921181038,0.002013671211898327,1.2452143604432953,pos_waypoint_interp,13627.795603939474
0.01957902914435897,-4.0279768291166445,-1.9663778445072972,2.3241447843618044,0.0137602174654603,0.06078149611615527,-0.9886287402218716,-0.023711357496848606,-0.04112495893772563,0.0624927413051534,0.09720881382492585,0.011108078062534332,0.0003466935595497489,0.00027916731778532267,0.0020262787584215403,1.042719942182971,pos_waypoint_interp,14642.102534536753
0.029892749538188903,-4.1722680538197086,-1.9704174740031162,2.3241447843618044,0.014057787135243416,-0.07012669432961172,-0.7212725479651994,-0.15772412099235256,-0.04112495893772563,0.0624927413051534,-0.0469798286769052,0.0113602913916111,0.0003707667929120362,0.00028887850930914283,0.0020378499757498503,0.780519020353084,pos_waypoint_interp,14788.686197246952
0.03360072120476446,-4.266835576462673,-1.9743305038952437,2.3241447843618044,0.014611965976655483,-0.15944146563584705,-1.1619691496051159,-0.1361669157893972,-0.04112495893772563,0.0624927413051534,0.12593920628098054,0.011900726705789566,0.00037455192068591714,0.00028660654788836837,0.002050081267952919,1.2426340505731315,pos_waypoint_interp,26297.91959834094
0.017473056409285398,-4.411006562716122,-1.9842008322325362,2.3241447843618044,0.013573326170444489,0.39132763598208775,-1.7437960120588913,-0.8591150352163059,-0.04112495893772563,0.0624927413051534,0.0380416671421866,0.010928306728601456,0.0003374457883182913,0.00026926814462058246,0.0020383058581501245,2.086891191050342,pos_waypoint_interp,19033.398874633986
0.06999096731887168,-4.787718600810376,-2.0506659557632663,2.3241447843618044,0.015917614102363586,1.6253443755375971,-2.8560628477148438,-0.4581542027382963,-0.04112495893772563,0.0624927413051534,0.5062673846867423,0.013266660273075104,0.00032278281287290156,0.0002435351925669238,0.0020846358966082335,3.491883276710113,pos_waypoint_interp,14858.365549529943
0.5692447534204637,-5.68580132682878,-2.1846440388171025,2.3241447843618044,0.014107548631727695,1.433046066569481,-2.3241160258650213,-0.20786164994649203,-0.04112495893772563,0.0624927413051534,0.12618501583603425,0.011557769030332565,0.00027615518774837255,0.0002324633824173361,0.002041161060333252,2.8818637480761127,pos_waypoint_interp,16955.851901254176
0.9749665732768565,-6.3463210361377085,-2.2444427727968503,2.3241447843618044,0.012307136319577694,0.9996039128084869,-1.6621449726300002,-0.135383574129043,-0.04112495893772563,0.0624927413051534,0.10493143002060434,0.009814444929361343,0.00025770143838599324,0.00023815478198230267,0.0019968345295637846,2.0462175935593514,pos_waypoint_interp,18887.36254336078
1.2092364900957338,-6.732726167307767,-2.2708636875409334,2.3241447843618044,0.01174202375113964,0.7834664966458045,-1.3176979030438236,-0.208415695174335,-0.04112495893772563,0.0624927413051534,0.040158108868870945,0.009241359308362007,0.00026815664023160934,0.0002492845815140754,0.0019832230173051357,1.628227844367168,pos_waypoint_interp,21714.233648913523
1.3656928020233332,-6.995756941474154,-2.291854134844803,2.3241447843618044,0.011359733529388905,0.7133818283458924,-1.1489251865677943,-0.41439804265198976,-0.04112495893772563,0.0624927413051534,0.07356651226547761,0.008847225457429886,0.000278142630122602,0.0002573951205704361,0.0019769705832004547,1.4886011762341669,pos_waypoint_interp,26102.36883200722
1.4942459926888572,-7.207426045728326,-2.3218134227967098,2.3241447843618044,0.011518836952745914,0.6129280943011763,-1.0590234624864685,-0.4157703172752303,-0.04112495893772563,0.0624927413051534,-0.03668872912856558,0.008971648290753365,0.00029662548331543803,0.0002649391535669565,0.0019856244325637817,1.3600629277663905,pos_waypoint_interp,28329.197079765156
1.6026783756901293,-7.386329853778833,-2.3596748074588176,2.3241447843618044,0.011412782594561577,0.6973414731763397,-1.0991667605062334,-0.5457205636946809,-0.04112495893772563,0.0624927413051534,0.3561974326756341,0.008874338120222092,0.0002935449010692537,0.00026548144523985684,0.001979418331757188,1.4854712316316072,pos_waypoint_interp,32582.959266393653
1.7182717456795955,-7.5784032272766595,-2.410189522588583,2.3241447843618044,0.011777939274907112,1.2875857362269865,-1.634531157960815,-0.9052886301639798,-0.04112495893772563,0.0624927413051534,0.1808613101628167,0.009252266958355904,0.0002800491638481617,0.00025250285398215055,0.001993121113628149,2.3881256510150806,pos_waypoint_interp,29051.500122701564
