init_x,init_y,init_z,diff_x,diff_y,diff_z,diff_phi,diff_theta,diff_psi,r_std,phi_std,theta_std,psi_std,time_or_speed,Tf,v_average,mp_method,Cost
-0.1373510441648218,-0.289450301573455,-1.7123670542058091,0.22169998282243056,-3.6827509099246614,0.011607109893758238,0.009571587368343385,0.07572710432518177,0.41927559772995515,0.008720722049474716,0.00011715741129592061,0.00018059770809486508,0.0019300106214359403,1,2.536955969521734,1.4542768176784675,min_vel,4030.698135298639
0.08417155710076939,-3.9706350352778017,-1.7007684752083034,0.045319907547242064,-1.2325719574860345,-0.30026887824449267,0.009571587368343385,0.07572710432518177,-0.25111929973098257,0.006264431402087212,0.0001651300408411771,0.00021832587663084269,0.0019041555933654308,1,0.872893362607135,1.4542768176784675,min_vel,277.28519679854986
-0.1373510441648218,-0.289450301573455,-1.7123670542058091,0.202467287916392,-3.683895775397034,-0.005042320030501646,0.009571587368343385,0.07572710432518177,0.44811184803513093,0.00870167464017868,0.00011620065197348595,0.00018052550149150193,0.0019287184113636613,0,3.375367699984567,1.4542768176784675,min_vel,7068.276887490691
0.06513356937200258,-3.973890408196907,-1.7174112569519366,0.04146952409392521,-1.2178945756100403,-0.30412384551799376,0.009571587368343385,0.07572710432518177,-0.2644149502131601,0.006272118538618088,0.0001657448592595756,0.0002185959747293964,0.001904403674416244,0,1.1490531511959545,1.4542768176784675,min_vel,485.28255354576606
-0.1373510441648218,-0.289450301573455,-1.7123670542058091,0.20852775021310002,-3.6818170955061618,-0.008818036218625647,0.009571587368343385,0.07572710432518177,0.43787272373703523,0.008672134950757027,0.0001156951766461134,0.0001804118073778227,0.0019282225985080004,1,4.877534839769517,0.7560639223701751,min_vel,14696.078305591664
0.07120946517263767,-3.971850848849248,-1.7211865616027933,0.008306723612728883,-1.1990651103180068,-0.31264998019800916,0.009571587368343385,0.07572710432518177,-0.22320763667556243,0.006245274096727371,0.0001652679347898811,0.00021872040815651417,0.0019033289281651378,1,1.6389932468663757,0.7560639223701751,min_vel,1005.3923476374435
-0.1373510441648218,-0.289450301573455,-1.7123670542058091,0.21045486413563505,-3.6713963915856027,-0.0074270856940892305,0.009571587368343385,0.07572710432518177,0.4385431567814688,0.00867525115609169,0.00011663828627206385,0.0001808147644624114,0.001928628422319889,0,3.1652465739488336,0.7560639223701751,min_vel,6224.998466159076
0.07310858432919301,-3.9612743831593606,-1.7197969133367617,0.03982871870083407,-1.226759254007936,-0.3239942045174449,0.009571587368343385,0.07572710432518177,-0.25588051875564033,0.006209567189216614,0.000164579541888088,0.00021837798703927547,0.001903150463476777,0,1.0926416628653186,0.7560639223701751,min_vel,442.68727753378585
-0.1373510441648218,-0.289450301573455,-1.7123670542058091,0.20900894587764549,-3.6801930160963323,0.006124951096128539,0.009571587368343385,0.07572710432518177,0.4283746043827872,0.00871867686510086,0.0001172265037894249,0.00018070649821311235,0.0019298335537314415,1,1.8294983435162515,2.0148301609382484,min_vel,2152.058487000974
0.07038669368204256,-3.9546376406495614,-1.7062821619331543,0.06315340710233933,-1.1879166176263767,-0.29544855685443006,0.009571587368343385,0.07572710432518177,-0.22079245646926382,0.006279591470956802,0.0001665908785071224,0.00021918056881986558,0.0019041671184822917,1,0.608356042845692,2.0148301609382484,min_vel,136.55077891138615
